name,addition,image,num_of_people,link,time_to_prepare,time_to_cook,guide
Tổ chim thập cẩm,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/04/02/to-chim-thap-cam/039f.jpg,N/A,http://www.amthuc365.vn/cong-thuc/1530-to-chim-thap-cam.html,Chuẩn bị: 20 phút,Thực hiện: 30 phút,"Tổ chim:Khoai tây gọt vỏ, bào sợi mỏng, ngâm trong nước lạnh 10 phút, vớt ra rổ để ráo.Cho ít bột năng vào hộp nhựa (có nắp), để khoai tây lên, rắc toàn bộ phần bột năng còn lại vào. Đậy nắp hộp, sốc cho đều.Sắp khoai vào vợt lớn, không mỏng quá cũng không dày quá."
Canh bông bí cá lóc chiên,"Nấu canh chua có thể phối hợp cả hai vị chua của me và chanh. Khi nấu nước bắt đầu sôi, lấy nước lọc với me tươi bỏ hết hột và bã trái. Canh vừa chín tới hãy vắt chanh vào, tắt lửa.",http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/04/02/canh-bong-bi-ca-loc-chien/9061.jpg,N/A,http://www.amthuc365.vn/cong-thuc/1526-canh-bong-bi-ca-loc-chien.html,Chuẩn bị: 10 phút,Thực hiện: 15 phút,"Cá lóc rửa sạch, để ráo, ướp cá với 1 muỗng cà phê nước mắm, chút tiêu, đường."
Móng heo hầm su,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/04/02/mong-heo-ham-su/5928.jpg,N/A,http://www.amthuc365.vn/cong-thuc/1527-mong-heo-ham-su.html,Chuẩn bị: 10 phút,Thực hiện: 40 phút,"Giò heo rửa sạch, chặt nhỏ.Su su gọt vỏ, cắt miếng độ to nhỏ tùy thích."
Lẩu nấm hải sản,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/04/02/lau-nam-hai-san/b2ed.jpg,N/A,http://www.amthuc365.vn/cong-thuc/1532-lau-nam-hai-san.html,Chuẩn bị: 15 phút,Thực hiện: 25 phút,"Xương heo rửa sạch, cho vào nồi hầm lấy nước lẩu."
Canh bạc hà me dốt,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/04/02/canh-bac-ha-me-dot/aa08.jpg,N/A,http://www.amthuc365.vn/cong-thuc/1528-canh-bac-ha-me-dot.html,Chuẩn bị: 10 phút,Thực hiện: 20 phút,"Cá làm sạch, rửa sạch, xắt thành từng khúc. Bạc hà tước vỏ, rửa sạch, xắt thành từng lát."
Vịt om măng chua,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/04/02/vit-om-mang-chua/b069.jpg,N/A,http://www.amthuc365.vn/cong-thuc/1535-vit-om-mang-chua.html,Chuẩn bị: 15 phút,Thực hiện: 30 phút,"Vịt chặt miếng vừa ăn, ướp hạt nêm, gừng, 1 thìa rượu."
Gà ác tiềm ngũ quả,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/04/02/ga-ac-tiem-ngu-qua/a4d7.jpg,N/A,http://www.amthuc365.vn/cong-thuc/1534-ga-ac-tiem-ngu-qua.html,Chuẩn bị: 10 phút,Thực hiện: 30 phút,"Gà ác rửa sạch. Táo tàu, củ năng, kỉ tử, hạt sen xả sơ trong nước lạnh."
Vịt tiềm ngũ quả,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/04/02/vit-tiem-ngu-qua/85b0.jpg,N/A,http://www.amthuc365.vn/cong-thuc/1536-vit-tiem-ngu-qua.html,Chuẩn bị: 30 phút,Thực hiện: 50 phút,"Nấm đông cô và nấm mèo, ngâm nước nóng cho nở mềm, cắt bỏ cuống"
Lẩu nghêu tiêu xanh,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/04/02/lau-ngheu-tieu-xanh/bc2d.jpg,N/A,http://www.amthuc365.vn/cong-thuc/1531-lau-ngheu-tieu-xanh.html,Chuẩn bị: 15 phút,Thực hiện: 25 phút,"Nghêu ngâm rửa sạch, cho vào xoong luộc vừa hé miệng, vớt ra. Nước nghêu lọc qua rây để bỏ cặn."
Cút hầm cốm,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/04/02/cut-ham-com/5676.jpg,N/A,http://www.amthuc365.vn/cong-thuc/1538-cut-ham-com.html,Chuẩn bị: 10 phút,Thực hiện: 30 phút,"Chim chút làm sạch, dùng khăn sạch thấm khô."
Canh đu đủ sườn non,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/04/02/canh-du-du-suon-non/5d06.jpg,N/A,http://www.amthuc365.vn/cong-thuc/1542-canh-du-du-suon-non.html,Chuẩn bị: 10 phút,Thực hiện: 25 phút,"Sườn non chặt miếng vừa ăn, trụng qua nước sôi, đổ ngập nước, nêm ít hạt nêm, nấu nhỏ lửa để làm nước dùng."
Gà tần hạt sen,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/04/02/ga-tan-hat-sen/7a50.jpg,N/A,http://www.amthuc365.vn/cong-thuc/1533-ga-tan-hat-sen.html,Chuẩn bị: 15 phút,Thực hiện: 40 phút,"Gà mua về làm sạch, đem nướng trên lửa để thui hết lông măng."
Canh ngũ quả,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/04/02/canh-ngu-qua/0c18.jpg,N/A,http://www.amthuc365.vn/cong-thuc/1541-canh-ngu-qua.html,Chuẩn bị: 10 phút,Thực hiện: 35 phút,"Cà rốt, củ dền, su su gọt vỏ, rửa sạch, xắt miếng vuông. Rau cải thảo phần cọng trắng tỉa hình chiếc lá, còn lại xắt miếng to."
Gà nấu táo tàu,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/04/02/ga-nau-tao-tau/9258.jpg,N/A,http://www.amthuc365.vn/cong-thuc/1537-ga-nau-tao-tau.html,Chuẩn bị: 15 phút,Thực hiện: 45 phút,"Chảo nóng cho 4 muỗng súp màu hột điều, tỏi băm vào phi vàng, xong cho gà vào xào thật thấm, kế đến cho nước dừa xiêm, nước lạnh vào hầm riu riu."
Canh sò điệp nấu măng,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/04/02/canh-so-diep-nau-mang/e65a.jpg,N/A,http://www.amthuc365.vn/cong-thuc/1529-canh-so-diep-nau-mang.html,Chuẩn bị: 15 phút,Thực hiện: 20 phút,"Sò điệp tươi làm sạch, cua hấp chín rỉa thịt."
Cá chép nấu riêu,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/04/02/ca-chep-nau-rieu/abcd.jpg,N/A,http://www.amthuc365.vn/cong-thuc/1540-ca-chep-nau-rieu.html,Chuẩn bị: 10 phút,Thực hiện: 15 phút,"Cá chép mổ bụng, moi bỏ ruột, để nguyên con, rửa sạch, để ráo, ướp với ít hạt nêm."
Bún ốc,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/04/02/bun-oc/06eb.jpg,N/A,http://www.amthuc365.vn/cong-thuc/1539-bun-oc.html,Chuẩn bị: 15 phút,Thực hiện: 40 phút,Đun nước dùng (nước lèo): Dùng xương ống để ninh. Trước khi ninh xương thì các bạn nhớ luộc xương với chút muối rồi rửa sạch nhé. Ninh tầm 20-30’ là được.
Đậu phụ nấu hạt sen,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/04/02/dau-phu-nau-hat-sen/36dc.jpg,N/A,http://www.amthuc365.vn/cong-thuc/1543-dau-phu-nau-hat-sen.html,Chuẩn bị: 10 phút,Thực hiện: 10 phút,"Đậu phụ cắt miếng khoảng nửa bao diêm, ướp với muối tinh và hạt tiêu xay, để khoảng 10 phút cho ngấm gia vị."
Canh sườn hầm đậu,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/04/02/canh-suon-ham-dau/a8c7.jpg,N/A,http://www.amthuc365.vn/cong-thuc/1544-canh-suon-ham-dau.html,Chuẩn bị: 10 phút,Thực hiện: 35 phút,"Sườn mua về rửa sạch, chặt miếng vừa ăn, ướp với ít hạt nêm, nước mắm, tiêu để khoảng 5 - 10 phút."
Canh bí ốc vòi voi,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/04/02/canh-bi-oc-voi-voi/49ec.jpg,N/A,http://www.amthuc365.vn/cong-thuc/1546-canh-bi-oc-voi-voi.html,Chuẩn bị: 10 phút,Thực hiện: 15 phút,"Ốc vòi voi ngâm trong nước muối loãng khoảng 2 - 3 phút cho nhả cát, chải sạch vỏ, cho vào nồi nước lạnh, bắc lên bếp đun sôi, vớt ra, bỏ vỏ, làm sạch phần thịt ốc vòi voi."
Canh củ năng nấu sườn non,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/04/02/canh-cu-nang-nau-suon-non/9e75.jpg,N/A,http://www.amthuc365.vn/cong-thuc/1545-canh-cu-nang-nau-suon-non.html,Chuẩn bị: 10 phút,Thực hiện: 30 phút,"Sườn non chọn dẻ sườn cón dính thịt và chút mỡ, thịt sườn màu đỏ tươi, có độ đàn hồi."
Bắp hầm thịt bò,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/04/02/bap-ham-thit-bo/324b.jpg,N/A,http://www.amthuc365.vn/cong-thuc/1548-bap-ham-thit-bo.html,Chuẩn bị: 10 phút,Thực hiện: 25 phút,"Bắp để nguyên, chặt làm 5-6 miếng."
Tôm nấu canh chua,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/04/02/tom-nau-canh-chua/aaca.jpg,N/A,http://www.amthuc365.vn/cong-thuc/1551-tom-nau-canh-chua.html,Chuẩn bị: 10 phút,Thực hiện: 15 phút,"Tôm làm sạch, bỏ râu, chỉ đen. Cà chua bổ múi cau."
Canh bầu nấu tôm khô,Lưu ý là bầu rất nhanh chín nên khi nấu phải cẩn thận nếu không bầu có thể bị nhũn là mất ngon đấy.,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/04/02/canh-bau-nau-tom-kho/fb7f.jpg,N/A,http://www.amthuc365.vn/cong-thuc/1554-canh-bau-nau-tom-kho.html,Chuẩn bị: 10 phút,Thực hiện: 15 phút,Ngâm tôm khô một lúc rồi rửa và nhặt lại sạch.
Canh cà chua thịt bò,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/04/02/canh-ca-chua-thit-bo/b451.jpg,N/A,http://www.amthuc365.vn/cong-thuc/1555-canh-ca-chua-thit-bo.html,Chuẩn bị: 10 phút,Thực hiện: 10 phút,"Hành thái lát mỏng. Dầu nóng, cho hành vào phi xém vàng, dậy mùi thơm."
"Canh riêu cá chép, thì là",,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/04/02/canh-rieu-ca-chep-thi-la/60ed.jpg,N/A,http://www.amthuc365.vn/cong-thuc/1552-canh-rieu-ca-chep-thi-la.html,Chuẩn bị: 10 phút,Thực hiện: 15 phút,Hành tím và nghệ giã lấy nước.
Canh đùi gà nấu củ sen,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/04/02/canh-dui-ga-nau-cu-sen/60ad.jpg,N/A,http://www.amthuc365.vn/cong-thuc/1547-canh-dui-ga-nau-cu-sen.html,Chuẩn bị: 10 phút,Thực hiện: 30 phút,"Đùi gà rửa muối sơ, xả lại thật sạch."
Gà Sao nấu sả,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/04/02/ga-sao-nau-sa/7530.jpg,N/A,http://www.amthuc365.vn/cong-thuc/1549-ga-sao-nau-sa.html,Chuẩn bị: 15 phút,Thực hiện: 60 phút,"Luộc sơ gà Sao, rửa sạch lại bằng nước lạnh."
Phở bò tái,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/04/02/pho-bo/a4eb.jpg,N/A,http://www.amthuc365.vn/cong-thuc/1556-pho-bo-tai.html,Chuẩn bị: 10 phút,Thực hiện: 20 phút,Bắt nước luộc xương ống sau đó đổ bỏ nồi nước và rửa sơ cho sạch xương.
Tom yum goong,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/04/02/tom-yum-goong/b982.jpg,N/A,http://www.amthuc365.vn/cong-thuc/1553-tom-yum-goong.html,Chuẩn bị: 15 phút,Thực hiện: 40 phút,Đầu tiên là làm sạch tôm: mình không bóc vỏ tôm vì để cả vỏ sẽ làm ngọt nước và nhìn cũng hấp dẫn hơn.
Lươn hầm hạt sen,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/04/02/luon-ham-hat-sen/b89a.jpg,N/A,http://www.amthuc365.vn/cong-thuc/1557-luon-ham-hat-sen.html,Chuẩn bị: 10 phút,Thực hiện: 25 phút,"Thịt lươn rửa sạch lại với dấm, để khô nước, sau đó lọc phần xương lươn ra."
Canh hến nấu với ngó mùng,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/04/02/canh-hen-nau-voi-ngo-mung/1894.jpg,N/A,http://www.amthuc365.vn/cong-thuc/1562-canh-hen-nau-voi-ngo-mung.html,Chuẩn bị: 10 phút,Thực hiện: 10 phút,Ngó mùng nhặt sạch ngâm muối cho bớt thâm và ngứa. Hến ngâm sạch rồi luộc dãi lấy nhân hến để riêng.
Canh sườn non nấu các vị thuốc,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/04/02/canh-suon-non-nau-cac-vi-thuoc/a418.jpg,N/A,http://www.amthuc365.vn/cong-thuc/1560-canh-suon-non-nau-cac-vi-thuoc.html,Chuẩn bị: 10 phút,Thực hiện: 30 phút,"Sườn non rửa sạch, bắc nồi nước lên bếp, nấu đến sôi thì cho sườn non vào."
Canh cá saba,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/04/02/canh-ca-saba/88cc.jpg,N/A,http://www.amthuc365.vn/cong-thuc/1561-canh-ca-saba.html,Chuẩn bị: 10 phút,Thực hiện: 10 phút,Cà chua xắt múi cau. Thơm lát mỏng.
Canh dưa chua nấu sườn,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/04/02/canh-dua-chua-nau-suon/61e5.jpg,N/A,http://www.amthuc365.vn/cong-thuc/1550-canh-dua-chua-nau-suon.html,Chuẩn bị: 10 phút,Thực hiện: 20 phút,"Đầu tiên là ninh xương trước khoảng 15-20 phút để lấy bát nước soup nấu canh nè. Lưu ý là vì là chúng ta ninh sườn nên chúng ta không cần luộc qua nước sôi để gạn bỏ hết những chất bẩn như với xương cục. Chỉ cần lúc gần sôi, để lửa vừa phải, vớt hết bọt bẩn để làm cho nước súp của mình thật trong là được."
Canh gân bò nấu dưa chua,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/04/02/canh-gan-bo-nau-dua-chua/5d3a.jpg,N/A,http://www.amthuc365.vn/cong-thuc/1563-canh-gan-bo-nau-dua-chua.html,Chuẩn bị: 5 phút,Thực hiện: 30 phút,"Gân bò rửa sạch bằng rượu trắng cho bớt mùi hôi, cắt miếng vừa ăn. Ướp với hạt nêm và 1 chút mắm."
Canh bầu nấu trai,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/04/02/canh-bau-nau-trai/4dbb.jpg,N/A,http://www.amthuc365.vn/cong-thuc/1567-canh-bau-nau-trai.html,Chuẩn bị: 10 phút,Thực hiện: 10 phút,"Trai rửa sạch, ngâm trong nước muối loãng khoảng 1 giờ cho ra hết bùn bẩn, sau đó rửa lại và đem luộc đến khi trai há miệng."
Canh cua kim châm,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/04/02/canh-cua-kim-cham/6aa7.jpg,N/A,http://www.amthuc365.vn/cong-thuc/1565-canh-cua-kim-cham.html,Chuẩn bị: 10 phút,Thực hiện: 15 phút,"Cua lọc lấy thịt, bỏ bã, nêm hạt nêm, đun sôi, vớt thịt cua ra tô. Bông kim châm ngắt bỏ nhụy, rửa sạch."
Bí đao nấu cá điêu hồng,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/04/02/bi-dao-nau-ca-dieu-hong/d379.jpg,N/A,http://www.amthuc365.vn/cong-thuc/1564-bi-dao-nau-ca-dieu-hong.html,Chuẩn bị: 10 phút,Thực hiện: 15 phút,"Bí đao gọt vỏ, bổ đôi, bỏ ruột. Sau đó thái sợi dài theo chiều dọc, dày 0,5cm."
Canh mướp nấu hến,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/04/02/canh-muop-nau-hen/ef1d.jpg,N/A,http://www.amthuc365.vn/cong-thuc/1566-canh-muop-nau-hen.html,Chuẩn bị: 10 phút,Thực hiện: 10 phút,Hến mua về rửa sạch nhiều lần qua nước lạnh cho bớt mùi tanh.
Cá lóc chua cay,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/04/02/ca-loc-chua-cay/8315.jpg,N/A,http://www.amthuc365.vn/cong-thuc/1558-ca-loc-chua-cay.html,Chuẩn bị: 10 phút,Thực hiện: 20 phút,"Cà chua thái múi cau. Rau nhút bỏ cọng già. Me dầm với nước, lược bỏ hạt."
Canh bóng cuộn,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/04/02/canh-bong-cuon/fa39.jpg,N/A,http://www.amthuc365.vn/cong-thuc/1559-canh-bong-cuon.html,Chuẩn bị: 10 phút,Thực hiện: 15 phút,"Bóng bì ngâm mềm, vắt khô. Trứng gà đập ra chén con, đánh bông, tráng mỏng. Nấm đông cô ngâm nở, bỏ chân, dùng dao lạng làm đôi."
Đậm đà chả cá nấu riêu,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/04/02/dam-da-cha-ca-nau-rieu/ede6.jpg,N/A,http://www.amthuc365.vn/cong-thuc/1573-dam-da-cha-ca-nau-rieu.html,Chuẩn bị: 10 phút,Thực hiện: 10 phút,"Gia vị ướp cá: hai muỗng cà phê hạt nêm, một muỗng cà phê nước mắm, một muỗng cà phê tiêu, một nhúm thì là băm nhuyễn."
Canh đỗ trắng hầm xương,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/04/02/canh-do-trang-ham-xuong/f69a.jpg,N/A,http://www.amthuc365.vn/cong-thuc/1568-canh-do-trang-ham-xuong.html,Chuẩn bị: 15 phút,Thực hiện: 35 phút,"Xương hom chọn miếng dính nhiều thịt, chặt miếng vừa ăn. Ngâm cùng với chút muối cho ra bớt máu hôi."
Canh bò nấu khế,"Món này luôn dùng khế chua, không dùng khế ngọt canh sẽ không có vị chua của khế, không ngon chút nào cả.",http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/04/02/canh-bo-nau-khe/ccd5.jpg,N/A,http://www.amthuc365.vn/cong-thuc/1574-canh-bo-nau-khe.html,Chuẩn bị: 10 phút,Thực hiện: 10 phút,"Thịt bò trộn với giò sống và tiêu, hạt nêm cho thấm đều. Vo viên tròn. Khế thái lát. Me ngâm nở lấy nước cốt."
Canh cá ngải cứu,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/04/02/canh-ca-ngai-cuu/4f32.jpg,N/A,http://www.amthuc365.vn/cong-thuc/1569-canh-ca-ngai-cuu.html,Chuẩn bị: 10 phút,Thực hiện: 15 phút,"Cá rô đánh vảy, mổ ruột, ngâm qua nước muối loãng khoảng 10 phút cho cá hết tanh và săn thịt."
Bún chả cá thác lác,Nếu thích ăn cà chua không bị nát thì trước khi cho nước vào tô các bạn cho thêm mấy miếng cà vào nồi nước dùng và hành lá.,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/04/02/bun-cha-ca-thac-lac/f3de.jpg,N/A,http://www.amthuc365.vn/cong-thuc/1576-bun-cha-ca-thac-lac.html,Chuẩn bị: 10 phút,Thực hiện: 15 phút,Chả cá thác lác nêm gia vị và quết cho nhuyễn sau đấy cho hành lá xắt nhỏ hoặc rau thì là vào.
Miến ngan nấu măng khô,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/04/02/mien-ngan-nau-mang-kho/7e4a.jpg,N/A,http://www.amthuc365.vn/cong-thuc/1571-mien-ngan-nau-mang-kho.html,Chuẩn bị: 15 phút,Thực hiện: 40 phút,"Cách làm măng khô:Măng khô mua về rửa qua nước lạnh và ngâm trong nước lạnh từ 3 -5 ngày. Mỗi ngày bạn thay nước một lần cho măng nở ra. Nếu có thể thì ngâm măng khô bằng nước vo gạo sẽ nhanh nở và sạch hơn đấy.Sau đó bạn cho vào nồi đổ nước xâm xấp măng rồi luộc. Nước sôi bạn đun nhỏ lửa khoảng 5 phút rồi đổ nước đó đi. Sau đó tiếp tục cho nước lạnh vào luộc tiếp. Làm như vậy khoảng 3-5 lần để cho nước trong, không thấy màu nước vàng là được. Tất nhiên ""trong"" ở đây không phải là ""trong vắt"". Lúc nào mà dùng móng tay ấn vào măng thấy măng mềm là đạt đủ độ tiêu chuẩn rồi đấy.Cách luộc măng này hơi cầu kì và mất thời giờ nhưng đảm bảo là sẽ rất ngon và măng mềm nữa. Sau khi luộc ngâm vào nước lạnh để ở nhịêt độ thường là có thể ăn vài ngày."
Bắp bò hầm măng tây,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/04/02/bap-bo-ham-mang-tay/22e2.jpg,N/A,http://www.amthuc365.vn/cong-thuc/1579-bap-bo-ham-mang-tay.html,Chuẩn bị: 10 phút,Thực hiện: 40 phút,"Bắp bò rửa sạch với nước muối cho bớt mùi hôi, gỡ bỏ màng nhầy xung quanh, đem luộc sơ với nước có ít gừng đập giập để bớt mùi, vớt ra, hầm mềm trong nước có ít muối."
Phở gà xé,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/04/02/pho-ga-xe/d036.jpg,N/A,http://www.amthuc365.vn/cong-thuc/1572-pho-ga-xe.html,Chuẩn bị: 10 phút,Thực hiện: 40 phút,Luộc gà và chuẩn bị nước dùng.
Bún mắm,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/04/02/bun-mam/f250.jpg,N/A,http://www.amthuc365.vn/cong-thuc/1578-bun-mam.html,Chuẩn bị: 10 phút,Thực hiện: 15 phút,"Nấu cá mắm với chừng 1 lít nước, nhỏ lửa cho đến khi xác cá rữa nát. Lọc lược qua một túi vải thưa. Hoà từ từ nước nấu mắm vào nước, tuỳ khẩu vị."
Rau càng cua nấu cá thu,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/04/02/rau-cang-cua-nau-ca-thu/d136.jpg,N/A,http://www.amthuc365.vn/cong-thuc/1581-rau-cang-cua-nau-ca-thu.html,Chuẩn bị: 10 phút,Thực hiện: 10 phút,"Rau càng cua rửa sạch, để ráo. Cá thu rửa sạch, lóc lấy phần thịt rồi bỏ vào máy xay nhuyễn."
Canh sườn bung dọc mùng,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/04/02/canh-suon-bung-doc-mung/c456.jpg,N/A,http://www.amthuc365.vn/cong-thuc/1575-canh-suon-bung-doc-mung.html,Chuẩn bị: 10 phút,Thực hiện: 35 phút,"Sườn chặt miếng vừa ăn, chần qua nước sôi, cho vào nồi xào qua cùng chút gia vị, sau đó đổ ngập nước đun nhỏ lửa, hớt bọt và ninh khoảng 30-40 phút."
Canh gà lá chanh,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/04/02/canh-ga-la-chanh/b49c.jpg,N/A,http://www.amthuc365.vn/cong-thuc/1570-canh-ga-la-chanh.html,Chuẩn bị: 15 phút,Thực hiện: 45 phút,"Gà chặt miếng vừa ăn, ướp với 50g hành tăm, hạt tiêu, mỳ chính, bột canh, hạt nêm, bột nghệ, ớt sừng băm nhỏ, một ít lá chanh thái nhuyễn (chừa lại hai phần lá chanh để cho vào sau)."
Cà tím nấu bung,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/04/02/ca-tim-nau-bung/5710.jpg,N/A,http://www.amthuc365.vn/cong-thuc/1583-ca-tim-nau-bung.html,Chuẩn bị: 10 phút,Thực hiện: 25 phút,"Làm nóng dầu trong nồi cỡ vừa, thêm thịt ba chỉ vào đảo cho săn lại."
Canh cua nấu khoai sọ rau rút,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/04/02/canh-cua-nau-khoai-so-rau-rut/47ca.jpg,N/A,http://www.amthuc365.vn/cong-thuc/1582-canh-cua-nau-khoai-so-rau-rut.html,Chuẩn bị: 15 phút,Thực hiện: 15 phút,Cua giã nhuyễn lọc với 700ml nước.
Canh bông atiso,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/04/02/canh-bong-atiso/fd56.jpg,N/A,http://www.amthuc365.vn/cong-thuc/1585-canh-bong-atiso.html,Chuẩn bị: 10 phút,Thực hiện: 35 phút,"Bông atiso chẻ làm tư rửa sạch,xương heo chặt nhỏ,thịt cắt miếng, cho xương heo và thịt heo trụng sơ cho sạch,khi nấu canh sẻ được trong hơn."
Bánh canh tôm thịt,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/04/02/banh-canh-tom-thit/2c8b.jpg,N/A,http://www.amthuc365.vn/cong-thuc/1586-banh-canh-tom-thit.html,Chuẩn bị: 10 phút,Thực hiện: 45 phút,"Xương gà trần qua nước sôi, bỏ vô nồi hầm, sau đó vớt bỏ xương, trút nước để qua một bên."
Canh chua sấu thịt,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/04/02/canh-chua-sau-thit/033e.jpg,N/A,http://www.amthuc365.vn/cong-thuc/1584-canh-chua-sau-thit.html,Chuẩn bị: 15 phút,Thực hiện: 20 phút,"Thịt nạc vai rửa sạch, thái miếng, băm nhỏ.QUả sấu cạo vở, khía những đường tròn xung quanh."
Canh ngao nấu nấm,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/04/02/canh-ngao-nau-nam/71cc.jpg,N/A,http://www.amthuc365.vn/cong-thuc/1580-canh-ngao-nau-nam.html,Chuẩn bị: 10 phút,Thực hiện: 10 phút,"Ngao mua về ngâm với nước muối ít nhất 1 giờ đồng hồ, sau đó rửa sạch. Nấm các loại cắt miếng nhỏ vừa ăn."
Canh cá mú khoai môn,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/04/02/canh-ca-mu-khoai-mon/61f9.jpg,N/A,http://www.amthuc365.vn/cong-thuc/1587-canh-ca-mu-khoai-mon.html,Chuẩn bị: 10 phút,Thực hiện: 20 phút,"Cá mú rửa sạch lau khô, cho tí xíu muối vào ướp đều."
Cá rô đồng nấu canh rau cải,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/04/02/ca-ro-dong-nau-canh-rau-cai/b485.jpg,N/A,http://www.amthuc365.vn/cong-thuc/1589-ca-ro-dong-nau-canh-rau-cai.html,Chuẩn bị: 15 phút,Thực hiện: 20 phút,"Cá đánh vảy, bỏ mang, rửa sạch."
Chim ngói hầm hạt sen,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/04/02/chim-ngoi-ham-hat-sen/cf67.jpg,N/A,http://www.amthuc365.vn/cong-thuc/1591-chim-ngoi-ham-hat-sen.html,Chuẩn bị: 15 phút,Thực hiện: 25 phút,"Chim ngói sơ chế sạch, ướp hạt nêm, hành khô. Thịt ba rọi rửa sạch, xắt miếng mỏng và nhỏ, ướp với ít hạt nêm, hành khô, xào sơ qua."
Lẩu gà ngải cứu,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/04/02/lau-ga-ngai-cuu/2dd7.jpg,N/A,http://www.amthuc365.vn/cong-thuc/1592-lau-ga-ngai-cuu.html,Chuẩn bị: 15 phút,Thực hiện: 45 phút,"Gà làm sạch, chặt miếng cỡ bao diêm, ướp gia vị hoặc hạt nêm."
Thịt gà hầm củ sen,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/04/02/thit-ga-ham-cu-sen/0a7c.jpg,N/A,http://www.amthuc365.vn/cong-thuc/1590-thit-ga-ham-cu-sen.html,Chuẩn bị: 20 phút,Thực hiện: 60 phút,"Gà làm sạch, chặt miếng vừa ăn."
